year,mon,day,rate
1986,5,9,6.98
1986,5,16,7.28
1986,5,23,7.45
1986,5,30,7.47
1986,6,6,7.74
1986,6,13,7.57
1986,6,20,7.25
1986,6,27,7.14
1986,7,4,6.99
1986,7,11,6.92
1986,7,18,6.73
1986,7,25,6.82
1986,8,1,6.89
1986,8,8,6.75
1986,8,15,6.55
1986,8,22,6.35
1986,8,29,6.25
1986,9,5,6.35
1986,9,12,6.64
1986,9,19,6.71
1986,9,26,6.71
1986,10,3,6.65
1986,10,10,6.43
1986,10,17,6.59
1986,10,24,6.66
1986,10,31,6.57
1986,11,7,6.48
1986,11,14,6.55
1986,11,21,6.44
1986,11,28,6.39
1986,12,5,6.37
1986,12,12,6.38
1986,12,19,6.45
1986,12,26,6.46
1987,1,2,6.54
1987,1,9,6.38
1987,1,16,6.39
1987,1,23,6.37
1987,1,30,6.46
1987,2,6,6.53
1987,2,13,6.65
1987,2,20,6.57
1987,2,27,6.52
1987,3,6,6.52
1987,3,13,6.56
1987,3,20,6.53
1987,3,27,6.63
1987,4,3,6.86
1987,4,10,6.98
1987,4,17,7.40
1987,4,24,7.57
1987,5,1,7.71
1987,5,8,7.87
1987,5,15,8.00
1987,5,22,8.27
1987,5,29,8.01
1987,6,5,8.00
1987,6,12,7.89
1987,6,19,7.68
1987,6,26,7.72
1987,7,3,7.72
1987,7,10,7.65
1987,7,17,7.65
1987,7,24,7.77
1987,7,31,7.91
1987,8,7,8.02
1987,8,14,7.93
1987,8,21,7.98
1987,8,28,8.13
1987,9,4,8.41
1987,9,11,8.70
1987,9,18,8.64
1987,9,25,8.71
1987,10,2,8.89
1987,10,9,9.10
1987,10,16,9.43
1987,10,23,8.54
1987,10,30,8.01
1987,11,6,7.96
1987,11,13,7.96
1987,11,20,7.98
1987,11,27,8.05
1987,12,4,8.04
1987,12,11,8.21
1987,12,18,8.17
1987,12,25,8.12
1988,1,1,8.08
1988,1,8,8.05
1988,1,15,7.99
1988,1,22,7.80
1988,1,29,7.63
1988,2,5,7.42
1988,2,12,7.34
1988,2,19,7.42
1988,2,26,7.35
1988,3,4,7.33
1988,3,11,7.45
1988,3,18,7.44
1988,3,25,7.60
1988,4,1,7.66
1988,4,8,7.78
1988,4,15,7.75
1988,4,22,7.88
1988,4,29,7.92
1988,5,6,8.06
1988,5,13,8.19
1988,5,20,8.26
1988,5,27,8.40
1988,6,3,8.34
1988,6,10,8.20
1988,6,17,8.13
1988,6,24,8.26
1988,7,1,8.21
1988,7,8,8.27
1988,7,15,8.45
1988,7,22,8.51
1988,7,29,8.56
1988,8,5,8.52
1988,8,12,8.76
1988,8,19,8.85
1988,8,26,8.89
1988,9,2,8.79
1988,9,9,8.56
1988,9,16,8.52
1988,9,23,8.54
1988,9,30,8.62
1988,10,7,8.48
1988,10,14,8.44
1988,10,21,8.43
1988,10,28,8.42
1988,11,4,8.38
1988,11,11,8.61
1988,11,18,8.77
1988,11,25,8.94
1988,12,2,8.98
1988,12,9,9.01
1988,12,16,9.17
1988,12,23,9.12
1988,12,30,9.20
1989,1,6,9.30
1989,1,13,9.27
1989,1,20,9.14
1989,1,27,9.11
1989,2,3,9.14
1989,2,10,9.24
1989,2,17,9.36
1989,2,24,9.42
1989,3,3,9.43
1989,3,10,9.43
1989,3,17,9.61
1989,3,24,9.82
1989,3,31,9.74
1989,4,7,9.47
1989,4,14,9.53
1989,4,21,9.35
1989,4,28,9.26
1989,5,5,9.18
1989,5,12,9.08
1989,5,19,8.90
1989,5,26,8.82
1989,6,2,8.71
1989,6,9,8.33
1989,6,16,8.38
1989,6,23,8.45
1989,6,30,8.20
1989,7,7,7.94
1989,7,14,7.80
1989,7,21,7.89
1989,7,28,7.77
1989,8,4,7.66
1989,8,11,8.01
1989,8,18,8.23
1989,8,25,8.33
1989,9,1,8.37
1989,9,8,8.29
1989,9,15,8.11
1989,9,22,8.19
1989,9,29,8.42
1989,10,6,8.32
1989,10,13,8.00
1989,10,20,7.94
1989,10,27,7.86
1989,11,3,7.92
1989,11,10,7.89
1989,11,17,7.74
1989,11,24,7.69
1989,12,1,7.76
1989,12,8,7.77
1989,12,15,7.74
1989,12,22,7.72
1989,12,29,7.90
1990,1,5,7.93
1990,1,12,7.95
1990,1,19,8.19
1990,1,26,8.28
1990,2,2,8.38
1990,2,9,8.38
1990,2,16,8.30
1990,2,23,8.49
1990,3,2,8.44
1990,3,9,8.60
1990,3,16,8.70
1990,3,23,8.63
1990,3,30,8.63
1990,4,6,8.62
1990,4,13,8.61
1990,4,20,8.80
1990,4,27,9.02
1990,5,4,9.01
1990,5,11,8.73
1990,5,18,8.60
1990,5,25,8.58
1990,6,1,8.50
1990,6,8,8.38
1990,6,15,8.36
1990,6,22,8.44
1990,6,29,8.42
1990,7,6,8.33
1990,7,13,8.39
1990,7,20,8.23
1990,7,27,8.21
1990,8,3,8.01
1990,8,10,8.15
1990,8,17,8.15
1990,8,24,8.38
1990,8,31,8.33
1990,9,7,8.24
1990,9,14,8.24
1990,9,21,8.25
1990,9,28,8.33
1990,10,5,8.07
1990,10,12,8.18
1990,10,19,8.10
1990,10,26,7.99
1990,11,2,7.95
1990,11,9,7.81
1990,11,16,7.70
1990,11,23,7.69
1990,11,30,7.68
1990,12,7,7.57
1990,12,14,7.40
1990,12,21,7.42
1990,12,28,7.49
1991,1,4,7.34
1991,1,11,7.41
1991,1,18,7.43
1991,1,25,7.35
1991,2,1,7.29
1991,2,8,7.01
1991,2,15,6.98
1991,2,22,7.12
1991,3,1,7.27
1991,3,8,7.36
1991,3,15,7.26
1991,3,22,7.42
1991,3,29,7.36
1991,4,5,7.25
1991,4,12,7.24
1991,4,19,7.21
1991,4,26,7.25
1991,5,3,7.16
1991,5,10,7.13
1991,5,17,7.13
1991,5,24,7.12
1991,5,31,7.07
1991,6,7,7.29
1991,6,14,7.44
1991,6,21,7.41
1991,6,28,7.42
1991,7,5,7.42
1991,7,12,7.44
1991,7,19,7.38
1991,7,26,7.35
1991,8,2,7.21
1991,8,9,6.92
1991,8,16,6.77
1991,8,23,6.66
1991,8,30,6.70
1991,9,6,6.66
1991,9,13,6.56
1991,9,20,6.48
1991,9,27,6.38
1991,10,4,6.26
1991,10,11,6.23
1991,10,18,6.21
1991,10,25,6.30
1991,11,1,6.12
1991,11,8,5.99
1991,11,15,5.95
1991,11,22,5.84
1991,11,29,5.81
1991,12,6,5.63
1991,12,13,5.46
1991,12,20,5.38
1991,12,27,5.17
1992,1,3,5.14
1992,1,10,5.12
1992,1,17,5.45
1992,1,24,5.47
1992,1,31,5.65
1992,2,7,5.61
1992,2,14,5.61
1992,2,21,5.82
1992,2,28,5.86
1992,3,6,6.00
1992,3,13,6.14
1992,3,20,6.33
1992,3,27,6.26
1992,4,3,6.09
1992,4,10,5.81
1992,4,17,5.77
1992,4,24,6.02
1992,5,1,6.02
1992,5,8,5.92
1992,5,15,5.75
1992,5,22,5.73
1992,5,29,5.83
1992,6,5,5.77
1992,6,12,5.67
1992,6,19,5.55
1992,6,26,5.49
1992,7,3,5.33
1992,7,10,4.99
1992,7,17,4.87
1992,7,24,4.80
1992,7,31,4.83
1992,8,7,4.84
1992,8,14,4.69
1992,8,21,4.59
1992,8,28,4.79
1992,9,4,4.58
1992,9,11,4.35
1992,9,18,4.40
1992,9,25,4.44
1992,10,2,4.26
1992,10,9,4.34
1992,10,16,4.56
1992,10,23,4.89
1992,10,30,4.93
1992,11,6,5.03
1992,11,13,5.09
1992,11,20,5.17
1992,11,27,5.24
1992,12,4,5.35
1992,12,11,5.19
1992,12,18,5.25
1992,12,25,5.14
1993,1,1,5.13
1993,1,8,5.06
1993,1,15,4.98
1993,1,22,4.91
1993,1,29,4.78
1993,2,5,4.70
1993,2,12,4.71
1993,2,19,4.51
1993,2,26,4.38
1993,3,5,4.28
1993,3,12,4.47
1993,3,19,4.46
1993,3,26,4.39
1993,4,2,4.43
1993,4,9,4.38
1993,4,16,4.26
1993,4,23,4.23
1993,4,30,4.30
1993,5,7,4.24
1993,5,14,4.30
1993,5,21,4.48
1993,5,28,4.60
1993,6,4,4.58
1993,6,11,4.65
1993,6,18,4.50
1993,6,25,4.50
1993,7,2,4.37
1993,7,9,4.36
1993,7,16,4.34
1993,7,23,4.49
1993,7,30,4.54
1993,8,6,4.53
1993,8,13,4.44
1993,8,20,4.34
1993,8,27,4.22
1993,9,3,4.16
1993,9,10,4.09
1993,9,17,4.19
1993,9,24,4.22
1993,10,1,4.17
1993,10,8,4.15
1993,10,15,4.09
1993,10,22,4.17
1993,10,29,4.28
1993,11,5,4.47
1993,11,12,4.48
1993,11,19,4.49
1993,11,26,4.56
1993,12,3,4.54
1993,12,10,4.51
1993,12,17,4.57
1993,12,24,4.54
1993,12,31,4.53
1994,1,7,4.59
1994,1,14,4.43
1994,1,21,4.45
1994,1,28,4.44
1994,2,4,4.57
1994,2,11,4.81
1994,2,18,4.85
1994,2,25,5.03
1994,3,4,5.19
1994,3,11,5.32
1994,3,18,5.37
1994,3,25,5.45
1994,4,1,5.62
1994,4,8,5.92
1994,4,15,5.91
1994,4,22,6.09
1994,4,29,6.08
1994,5,6,6.30
1994,5,13,6.54
1994,5,20,6.20
1994,5,27,6.30
1994,6,3,6.29
1994,6,10,6.13
1994,6,17,6.21
1994,6,24,6.32
1994,7,1,6.46
1994,7,8,6.50
1994,7,15,6.53
1994,7,22,6.39
1994,7,29,6.48
1994,8,5,6.36
1994,8,12,6.58
1994,8,19,6.53
1994,8,26,6.52
1994,9,2,6.45
1994,9,9,6.55
1994,9,16,6.65
1994,9,23,6.78
1994,9,30,6.87
1994,10,7,7.02
1994,10,14,6.95
1994,10,21,7.01
1994,10,28,7.16
1994,11,4,7.24
1994,11,11,7.38
1994,11,18,7.45
1994,11,25,7.50
1994,12,2,7.62
1994,12,9,7.64
1994,12,16,7.73
1994,12,23,7.74
1994,12,30,7.79
1995,1,6,7.81
1995,1,13,7.73
1995,1,20,7.65
1995,1,27,7.60
1995,2,3,7.41
1995,2,10,7.39
1995,2,17,7.28
1995,2,24,7.07
1995,3,3,6.95
1995,3,10,7.04
1995,3,17,6.81
1995,3,24,6.83
1995,3,31,6.84
1995,4,7,6.80
1995,4,14,6.72
1995,4,21,6.58
1995,4,28,6.64
1995,5,5,6.54
1995,5,12,6.27
1995,5,19,6.25
1995,5,26,6.14
1995,6,2,5.83
1995,6,9,5.83
1995,6,16,5.83
1995,6,23,5.73
1995,6,30,5.83
1995,7,7,5.74
1995,7,14,5.70
1995,7,21,5.97
1995,7,28,6.07
1995,8,4,6.06
1995,8,11,6.07
1995,8,18,6.21
1995,8,25,6.15
1995,9,1,5.96
1995,9,8,5.88
1995,9,15,5.84
1995,9,22,5.87
1995,9,29,5.97
1995,10,6,5.84
1995,10,13,5.79
1995,10,20,5.74
1995,10,27,5.75
1995,11,3,5.64
1995,11,10,5.62
1995,11,17,5.58
1995,11,24,5.56
1995,12,1,5.47
1995,12,8,5.38
1995,12,15,5.42
1995,12,22,5.43
1995,12,29,5.29
1996,1,5,5.26
1996,1,12,5.29
1996,1,19,5.13
1996,1,26,5.18
1996,2,2,5.10
1996,2,9,5.03
1996,2,16,4.94
1996,2,23,5.28
1996,3,1,5.44
1996,3,8,5.52
1996,3,15,5.90
1996,3,22,5.91
1996,3,29,5.89
1996,4,5,5.97
1996,4,12,6.23
1996,4,19,6.11
1996,4,26,6.10
1996,5,3,6.24
1996,5,10,6.33
1996,5,17,6.21
1996,5,24,6.20
1996,5,31,6.34
1996,6,7,6.44
1996,6,14,6.56
1996,6,21,6.50
1996,6,28,6.44
1996,7,5,6.43
1996,7,12,6.53
1996,7,19,6.40
1996,7,26,6.44
1996,8,2,6.34
1996,8,9,6.12
1996,8,16,6.13
1996,8,23,6.18
1996,8,30,6.41
1996,9,6,6.55
1996,9,13,6.45
1996,9,20,6.40
1996,9,27,6.29
1996,10,4,6.16
1996,10,11,6.10
1996,10,18,6.08
1996,10,25,6.09
1996,11,1,5.97
1996,11,8,5.89
1996,11,15,5.81
1996,11,22,5.79
1996,11,29,5.75
1996,12,6,5.77
1996,12,13,5.89
1996,12,20,5.98
1996,12,27,5.97
1997,1,3,6.06
1997,1,10,6.15
1997,1,17,6.15
1997,1,24,6.17
1997,1,31,6.17
1997,2,7,6.03
1997,2,14,5.99
1997,2,21,5.96
1997,2,28,6.15
1997,3,7,6.27
1997,3,14,6.30
1997,3,21,6.42
1997,3,28,6.52
1997,4,4,6.58
1997,4,11,6.62
1997,4,18,6.63
1997,4,25,6.64
1997,5,2,6.48
1997,5,9,6.44
1997,5,16,6.40
1997,5,23,6.41
1997,5,30,6.44
1997,6,6,6.32
1997,6,13,6.27
1997,6,20,6.16
1997,6,27,6.20
1997,7,4,6.17
1997,7,11,6.03
1997,7,18,6.02
1997,7,25,5.97
1997,8,1,5.90
1997,8,8,6.06
1997,8,15,6.08
1997,8,22,6.01
1997,8,29,6.11
1997,9,5,6.08
1997,9,12,6.08
1997,9,19,5.91
1997,9,26,5.89
1997,10,3,5.84
1997,10,10,5.82
1997,10,17,5.91
1997,10,24,5.93
1997,10,31,5.73
1997,11,7,5.77
1997,11,14,5.76
1997,11,21,5.73
1997,11,28,5.77
1997,12,5,5.79
1997,12,12,5.78
1997,12,19,5.69
1997,12,26,5.71
1998,1,2,5.70
1998,1,9,5.37
1998,1,16,5.28
1998,1,23,5.36
1998,1,30,5.43
1998,2,6,5.38
1998,2,13,5.41
1998,2,20,5.38
1998,2,27,5.55
1998,3,6,5.62
1998,3,13,5.53
1998,3,20,5.50
1998,3,27,5.59
1998,4,3,5.57
1998,4,10,5.50
1998,4,17,5.56
1998,4,24,5.61
1998,5,1,5.69
1998,5,8,5.62
1998,5,15,5.64
1998,5,22,5.60
1998,5,29,5.56
1998,6,5,5.55
1998,6,12,5.52
1998,6,19,5.49
1998,6,26,5.52
1998,7,3,5.49
1998,7,10,5.44
1998,7,17,5.48
1998,7,24,5.47
1998,7,31,5.48
1998,8,7,5.39
1998,8,14,5.31
1998,8,21,5.29
1998,8,28,5.05
1998,9,4,4.84
1998,9,11,4.67
1998,9,18,4.65
1998,9,25,4.51
1998,10,2,4.26
1998,10,9,4.18
1998,10,16,4.22
1998,10,23,4.15
1998,10,30,4.20
1998,11,6,4.50
1998,11,13,4.57
1998,11,20,4.60
1998,11,27,4.64
1998,12,4,4.42
1998,12,11,4.43
1998,12,18,4.41
1998,12,25,4.64
1999,1,1,4.60
1999,1,8,4.63
1999,1,15,4.61
1999,1,22,4.62
1999,1,29,4.58
1999,2,5,4.75
1999,2,12,4.83
1999,2,19,4.95
1999,2,26,5.09
1999,3,5,5.25
1999,3,12,5.10
1999,3,19,5.03
1999,3,26,5.07
1999,4,2,5.06
1999,4,9,4.96
1999,4,16,5.01
1999,4,23,5.06
1999,4,30,5.10
1999,5,7,5.21
1999,5,14,5.27
1999,5,21,5.42
1999,5,28,5.43
1999,6,4,5.63
1999,6,11,5.70
1999,6,18,5.67
1999,6,25,5.77
1999,7,2,5.68
1999,7,9,5.70
1999,7,16,5.57
1999,7,23,5.55
1999,7,30,5.65
1999,8,6,5.73
1999,8,13,5.87
1999,8,20,5.75
1999,8,27,5.69
1999,9,3,5.80
1999,9,10,5.78
1999,9,17,5.76
1999,9,24,5.71
1999,10,1,5.73
1999,10,8,5.87
1999,10,15,5.92
1999,10,22,5.99
1999,10,29,6.01
1999,11,5,5.87
1999,11,12,5.83
1999,11,19,5.91
1999,11,26,6.00
1999,12,3,6.08
1999,12,10,6.00
1999,12,17,6.11
1999,12,24,6.26
1999,12,31,6.26
2000,1,7,6.39
2000,1,14,6.48
2000,1,21,6.53
2000,1,28,6.54
2000,2,4,6.63
2000,2,11,6.74
2000,2,18,6.71
2000,2,25,6.57
2000,3,3,6.55
2000,3,10,6.56
2000,3,17,6.50
2000,3,24,6.50
2000,3,31,6.53
2000,4,7,6.33
2000,4,14,6.29
2000,4,21,6.30
2000,4,28,6.49
2000,5,5,6.72
2000,5,12,6.82
2000,5,19,6.84
2000,5,26,6.72
2000,6,2,6.60
2000,6,9,6.47
2000,6,16,6.40
2000,6,23,6.42
2000,6,30,6.37
2000,7,7,6.25
2000,7,14,6.28
2000,7,21,6.34
2000,7,28,6.25
2000,8,4,6.18
2000,8,11,6.15
2000,8,18,6.24
2000,8,25,6.17
2000,9,1,6.13
2000,9,8,6.03
2000,9,15,6.03
2000,9,22,6.03
2000,9,29,5.97
2000,10,6,5.95
2000,10,13,5.85
2000,10,20,5.77
2000,10,27,5.80
2000,11,3,5.86
2000,11,10,5.90
2000,11,17,5.80
2000,11,24,5.75
2000,12,1,5.61
2000,12,8,5.41
2000,12,15,5.35
2000,12,22,5.12
2000,12,29,5.06
2001,1,5,4.77
2001,1,12,4.73
2001,1,19,4.81
2001,1,26,4.81
2001,2,2,4.70
2001,2,9,4.74
2001,2,16,4.81
2001,2,23,4.72
2001,3,2,4.51
2001,3,9,4.53
2001,3,16,4.43
2001,3,23,4.32
2001,3,30,4.41
2001,4,6,4.30
2001,4,13,4.41
2001,4,20,4.53
2001,4,27,4.43
2001,5,4,4.49
2001,5,11,4.38
2001,5,18,4.55
2001,5,25,4.58
2001,6,1,4.55
2001,6,8,4.42
2001,6,15,4.34
2001,6,22,4.23
2001,6,29,4.38
2001,7,6,4.47
2001,7,13,4.36
2001,7,20,4.30
2001,7,27,4.25
2001,8,3,4.14
2001,8,10,4.10
2001,8,17,4.03
2001,8,24,4.01
2001,8,31,3.94
2001,9,7,3.98
2001,9,14,3.44
2001,9,21,3.27
2001,9,28,3.22
2001,10,5,3.14
2001,10,12,3.22
2001,10,19,3.18
2001,10,26,3.15
2001,11,2,2.92
2001,11,9,2.81
2001,11,16,3.26
2001,11,23,3.51
2001,11,30,3.50
2001,12,7,3.51
2001,12,14,3.60
2001,12,21,3.68
2001,12,28,3.74
2002,1,4,3.69
2002,1,11,3.50
2002,1,18,3.38
2002,1,25,3.61
2002,2,1,3.65
2002,2,8,3.52
2002,2,15,3.56
2002,2,22,3.51
2002,3,1,3.61
2002,3,8,3.89
2002,3,15,4.16
2002,3,22,4.32
2002,3,29,4.31
2002,4,5,4.18
2002,4,12,4.05
2002,4,19,3.99
2002,4,26,3.88
2002,5,3,3.81
2002,5,10,3.76
2002,5,17,3.88
2002,5,24,3.81
2002,5,31,3.75
2002,6,7,3.67
2002,6,14,3.54
2002,6,21,3.38
2002,6,28,3.36
2002,7,5,3.31
2002,7,12,3.14
2002,7,19,3.05
2002,7,26,2.74
2002,8,2,2.68
2002,8,9,2.46
2002,8,16,2.51
2002,8,23,2.56
2002,8,30,2.56
2002,9,6,2.36
2002,9,13,2.45
2002,9,20,2.32
2002,9,27,2.22
2002,10,4,2.07
2002,10,11,2.09
2002,10,18,2.43
2002,10,25,2.50
2002,11,1,2.14
2002,11,8,2.21
2002,11,15,2.21
2002,11,22,2.39
2002,11,29,2.50
2002,12,6,2.44
2002,12,13,2.27
2002,12,20,2.23
2002,12,27,2.08
2003,1,3,2.09
2003,1,10,2.24
2003,1,17,2.21
2003,1,24,2.10
2003,1,31,2.16
2003,2,7,2.14
2003,2,14,2.06
2003,2,21,2.04
2003,2,28,1.96
2003,3,7,1.84
2003,3,14,1.85
2003,3,21,2.14
2003,3,28,2.08
2003,4,4,1.97
2003,4,11,2.05
2003,4,18,2.14
2003,4,25,2.10
2003,5,2,1.99
2003,5,9,1.86
2003,5,16,1.76
2003,5,23,1.65
2003,5,30,1.60
2003,6,6,1.53
2003,6,13,1.39
2003,6,20,1.52
2003,6,27,1.59
2003,7,4,1.67
2003,7,11,1.74
2003,7,18,1.90
2003,7,25,2.07
2003,8,1,2.27
2003,8,8,2.32
2003,8,15,2.41
2003,8,22,2.47
2003,8,29,2.55
2003,9,5,2.51
2003,9,12,2.25
2003,9,19,2.16
2003,9,26,2.15
2003,10,3,2.02
2003,10,10,2.17
2003,10,17,2.36
2003,10,24,2.36
2003,10,31,2.33
2003,11,7,2.49
2003,11,14,2.51
2003,11,21,2.35
2003,11,28,2.47
2003,12,5,2.58
2003,12,12,2.45
2003,12,19,2.38
2003,12,26,2.38
2004,1,2,2.40
2004,1,9,2.36
2004,1,16,2.16
2004,1,23,2.19
2004,1,30,2.32
2004,2,6,2.33
2004,2,13,2.25
2004,2,20,2.22
2004,2,27,2.18
2004,3,5,2.16
2004,3,12,1.94
2004,3,19,1.94
2004,3,26,1.93
2004,4,2,2.10
2004,4,9,2.37
2004,4,16,2.53
2004,4,23,2.67
2004,4,30,2.82
2004,5,7,2.96
2004,5,14,3.19
2004,5,21,3.14
2004,5,28,3.11
2004,6,4,3.19
2004,6,11,3.27
2004,6,18,3.32
2004,6,25,3.24
2004,7,2,3.16
2004,7,9,2.98
2004,7,16,2.99
2004,7,23,3.05
2004,7,30,3.16
2004,8,6,3.00
2004,8,13,2.89
2004,8,20,2.83
2004,8,27,2.86
2004,9,3,2.81
2004,9,10,2.86
2004,9,17,2.81
2004,9,24,2.81
2004,10,1,2.87
2004,10,8,2.95
2004,10,15,2.80
2004,10,22,2.81
2004,10,29,2.83
2004,11,5,2.91
2004,11,12,3.08
2004,11,19,3.12
2004,11,26,3.22
2004,12,3,3.27
2004,12,10,3.16
2004,12,17,3.18
2004,12,24,3.22
2004,12,31,3.27
2005,1,7,3.36
2005,1,14,3.39
2005,1,21,3.39
2005,1,28,3.41
2005,2,4,3.46
2005,2,11,3.44
2005,2,18,3.55
2005,2,25,3.65
2005,3,4,3.75
2005,3,11,3.85
2005,3,18,3.93
2005,3,25,4.03
2005,4,1,4.01
2005,4,8,3.90
2005,4,15,3.81
2005,4,22,3.70
2005,4,29,3.73
2005,5,6,3.72
2005,5,13,3.77
2005,5,20,3.72
2005,5,27,3.71
2005,6,3,3.60
2005,6,10,3.67
2005,6,17,3.77
2005,6,24,3.69
2005,7,1,3.69
2005,7,8,3.80
2005,7,15,3.89
2005,7,22,3.96
2005,7,29,4.02
2005,8,5,4.10
2005,8,12,4.16
2005,8,19,4.07
2005,8,26,4.04
2005,9,2,3.90
2005,9,9,3.88
2005,9,16,3.93
2005,9,23,3.98
2005,9,30,4.11
2005,10,7,4.21
2005,10,14,4.27
2005,10,21,4.28
2005,10,28,4.37
2005,11,4,4.46
2005,11,11,4.50
2005,11,18,4.45
2005,11,25,4.35
2005,12,2,4.40
2005,12,9,4.42
2005,12,16,4.39
2005,12,23,4.39
2005,12,30,4.34
2006,1,6,4.30
2006,1,13,4.34
2006,1,20,4.30
2006,1,27,4.39
2006,2,3,4.52
2006,2,10,4.61
2006,2,17,4.67
2006,2,24,4.69
2006,3,3,4.71
2006,3,10,4.78
2006,3,17,4.70
2006,3,24,4.69
2006,3,31,4.79
2006,4,7,4.84
2006,4,14,4.90
2006,4,21,4.88
2006,4,28,4.92
2006,5,5,4.96
2006,5,12,5.00
2006,5,19,4.97
2006,5,26,4.95
2006,6,2,4.99
2006,6,9,4.97
2006,6,16,5.04
2006,6,23,5.18
2006,6,30,5.21
2006,7,7,5.16
2006,7,14,5.10
2006,7,21,5.06
2006,7,28,5.01
2006,8,4,4.90
2006,8,11,4.89
2006,8,18,4.88
2006,8,25,4.80
2006,9,1,4.75
2006,9,8,4.75
2006,9,15,4.76
2006,9,22,4.69
2006,9,29,4.59
2006,10,6,4.59
2006,10,13,4.78
2006,10,20,4.78
2006,10,27,4.78
2006,11,3,4.64
2006,11,10,4.67
2006,11,17,4.68
2006,11,24,4.64
2006,12,1,4.54
2006,12,8,4.48
2006,12,15,4.58
2006,12,22,4.61
2006,12,29,4.70
2007,1,5,4.68
2007,1,12,4.74
2007,1,19,4.81
2007,1,26,4.87
2007,2,2,4.89
2007,2,9,4.80
2007,2,16,4.78
2007,2,23,4.73
2007,3,2,4.55
2007,3,9,4.51
2007,3,16,4.50
2007,3,23,4.51
2007,3,30,4.51
2007,4,6,4.58
2007,4,13,4.67
2007,4,20,4.60
2007,4,27,4.57
2007,5,4,4.58
2007,5,11,4.60
2007,5,18,4.69
2007,5,25,4.78
2007,6,1,4.88
2007,6,8,4.98
2007,6,15,5.09
2007,6,22,5.00
2007,6,29,4.93
2007,7,6,4.95
2007,7,13,4.94
2007,7,20,4.87
2007,7,27,4.68
2007,8,3,4.53
2007,8,10,4.53
2007,8,17,4.32
2007,8,24,4.21
2007,8,31,4.18
2007,9,7,4.06
2007,9,14,4.01
2007,9,21,4.11
2007,9,28,4.07
2007,10,5,4.07
2007,10,12,4.22
2007,10,19,4.06
2007,10,26,3.82
2007,11,2,3.82
2007,11,9,3.59
2007,11,16,3.43
2007,11,23,3.11
2007,11,30,3.08
2007,12,7,2.99
2007,12,14,3.17
2007,12,21,3.17
2007,12,28,3.23
2008,1,4,2.89
2008,1,11,2.71
2008,1,18,2.51
2008,1,25,2.21
2008,2,1,2.31
2008,2,8,2.15
2008,2,15,2.13
2008,2,22,2.30
2008,2,29,2.19
2008,3,7,1.83
2008,3,14,1.78
2008,3,21,1.66
2008,3,28,1.89
2008,4,4,1.97
2008,4,11,2.01
2008,4,18,2.18
2008,4,25,2.50
2008,5,2,2.56
2008,5,9,2.55
2008,5,16,2.69
2008,5,23,2.70
2008,5,30,2.91
2008,6,6,2.78
2008,6,13,3.22
2008,6,20,3.24
2008,6,27,3.08
2008,7,4,2.88
2008,7,11,2.77
2008,7,18,2.82
2008,7,25,3.01
2008,8,1,2.88
2008,8,8,2.80
2008,8,15,2.75
2008,8,22,2.62
2008,8,29,2.61
2008,9,5,2.46
2008,9,12,2.43
2008,9,19,2.10
2008,9,26,2.37
2008,10,3,2.03
2008,10,10,1.81
2008,10,17,1.94
2008,10,24,1.84
2008,10,31,1.82
2008,11,7,1.65
2008,11,14,1.63
2008,11,21,1.38
2008,11,28,1.40
2008,12,5,1.11
2008,12,12,1.16
2008,12,19,0.96
2008,12,26,1.12
2009,1,2,1.01
2009,1,9,1.12
2009,1,16,1.05
2009,1,23,1.11
2009,1,30,1.25
2009,2,6,1.38
2009,2,13,1.36
2009,2,20,1.31
2009,2,27,1.42
2009,3,6,1.33
2009,3,13,1.41
2009,3,20,1.28
2009,3,27,1.28
2009,4,3,1.22
2009,4,10,1.35
